Make,Model,Year of manufacture,Colour,Condition,Mileage,Engine Size,Bought Condition,Price,Registered state
Mercedes-Benz,GLK-Class,2010.0,Silver,Nigerian Used,151205.0,3500.0,Imported,6300000.0,abuja
Toyota,Yaris,2008.0,Black,Nigerian Used,433234.0,1500.0,Registered,2137500.0,edo
Toyota,Corolla,2009.0,Black,Nigerian Used,106137.0,1800.0,Registered,3177999.0,lagos
Honda,Accord,2007.0,Silver,Nigerian Used,142576.0,2400.0,Registered,1368150.0,lagos
Lexus,ES,2008.0,Silver,Nigerian Used,335935.0,3500.0,Registered,3150000.0,lagos
Lexus,RX,2007.0,White,Nigerian Used,135964.0,3500.0,Registered,4368000.0,unknown
Toyota,Highlander,2005.0,Black,Nigerian Used,185014.0,3300.0,Registered,3796000.0,abuja
Toyota,Camry,2002.0,White,Nigerian Used,411485.0,2400.0,Registered,1872000.0,lagos
Toyota,Sienna,2006.0,Silver,Foreign Used,183215.0,3300.0,Imported,5250000.0,unknown
Toyota,Highlander,2015.0,Silver,Nigerian Used,126931.0,3500.0,Imported,12600000.0,unknown
Lexus,ES,2007.0,Blue,Nigerian Used,171555.0,3500.0,Registered,2730000.0,unknown
Kia,Rio,2014.0,Silver,Nigerian Used,96264.0,1200.0,Registered,1462500.0,lagos
Lexus,ES,2003.0,Silver,Nigerian Used,178649.0,3000.0,Imported,3432000.0,lagos
Chrysler,Town&Country,2008.0,Black,Nigerian Used,70772.0,3800.0,Imported,2625000.0,rivers
Mercedes-Benz,C350,2012.0,White,Foreign Used,74105.0,3500.0,Imported,7764750.0,unknown
Mercedes-Benz,GLE-Class,2016.0,White,Nigerian Used,118178.0,3500.0,Imported,18000000.0,unknown
Honda,CR-V,2007.0,Red,Nigerian Used,133787.0,2400.0,Registered,2415000.0,lagos
Toyota,Corolla,2010.0,Gray,Foreign Used,164633.0,1800.0,Imported,4515000.0,unknown
Volkswagen,Passat,2006.0,Green,Nigerian Used,327241.0,2000.0,Registered,2137500.0,lagos
Toyota,Sienna,2004.0,Gray,Nigerian Used,353406.0,3300.0,Imported,3952000.0,lagos
Nissan,Xterra,2001.0,Black,Nigerian Used,297546.0,3300.0,Registered,1890000.0,lagos
Lexus,RX 350,2008.0,Beige,Nigerian Used,185082.0,3500.0,Imported,4016250.0,lagos
Mercedes-Benz,GLE-Class,2016.0,White,Foreign Used,119620.0,3500.0,Imported,24097500.0,unknown
Honda,Crosstour,2012.0,Black,Nigerian Used,93292.0,3500.0,Registered,4305000.0,unknown
Toyota,RAV4,2007.0,Silver,Nigerian Used,292821.0,2400.0,Imported,3675000.0,lagos
Toyota,Camry,2009.0,Gray,Nigerian Used,240072.0,2400.0,Imported,3937500.0,lagos
Peugeot,206,2004.0,Blue,Nigerian Used,155660.0,1600.0,Imported,945000.0,lagos
Toyota,Corolla,2006.0,Silver,Nigerian Used,237659.0,1800.0,Registered,2812500.0,abuja
Toyota,Camry,2006.0,Gray,Nigerian Used,167831.0,2400.0,Registered,2808000.0,lagos
Toyota,Camry,2003.0,Gray,Nigerian Used,465717.0,2400.0,Registered,1785000.0,unknown
Mercedes-Benz,C300,2013.0,White,Foreign Used,59362.0,3500.0,Imported,7965562.0,unknown
Toyota,Avalon,2000.0,Silver,Nigerian Used,186739.0,3000.0,Registered,1575000.0,lagos
Mercedes-Benz,M Class,2007.0,Black,Foreign Used,127515.0,3500.0,Imported,6510000.0,unknown
Lexus,IS,2007.0,Gold,Nigerian Used,142547.0,3500.0,Registered,2812500.0,lagos
Mercedes-Benz,C300,2009.0,Black,Foreign Used,159436.0,3500.0,Imported,4725000.0,unknown
Volkswagen,Passat,2008.0,Gray,Nigerian Used,341400.0,3600.0,Registered,1680000.0,unknown
Ford,Mondeo,2005.0,Purple,Nigerian Used,205965.0,1800.0,Registered,1260000.0,abuja
Lexus,ES,2003.0,Silver,Nigerian Used,173082.0,3500.0,Registered,2808000.0,unknown
Mercedes-Benz,C300,2016.0,Blue,Nigerian Used,149206.0,2000.0,Imported,10500000.0,unknown
Toyota,Sienna,2012.0,Green,Foreign Used,256935.0,3500.0,Imported,14040000.0,unknown
Kia,Rio,2014.0,Black,Nigerian Used,103481.0,1400.0,Registered,2415000.0,lagos
Peugeot,407,2002.0,Black,Nigerian Used,244619.0,1800.0,Registered,1575000.0,lagos
Lexus,ES,2002.0,Silver,Nigerian Used,216626.0,3000.0,Registered,2310000.0,ogun
Peugeot,408,2011.0,Black,Nigerian Used,143808.0,2000.0,Registered,3150000.0,nasarawa
Honda,Accord,2008.0,Burgandy,Nigerian Used,119426.0,2400.0,Registered,2467500.0,abuja
Lexus,RX,2002.0,Beige,Nigerian Used,123387.0,3000.0,Registered,2310000.0,unknown
Nissan,Quest,2006.0,Red,Nigerian Used,395858.0,3500.0,Imported,2100000.0,lagos
Toyota,Camry,2010.0,Gold,Nigerian Used,145902.0,2400.0,Imported,3675000.0,lagos
Toyota,Camry,2008.0,Silver,Nigerian Used,173186.0,2400.0,Registered,3744000.0,lagos
Toyota,Camry,2003.0,Silver,Nigerian Used,225938.0,2400.0,Imported,1932000.0,lagos
Ford,Explorer,2013.0,Black,Nigerian Used,239836.0,3300.0,Registered,5962500.0,abuja
Toyota,Highlander,2004.0,Black,Nigerian Used,53060.0,3300.0,Registered,3640000.0,edo
Toyota,Sienna,2009.0,Gray,Nigerian Used,186990.0,3500.0,Registered,5720000.0,lagos
Toyota,Sienna,2004.0,Gold,Nigerian Used,181658.0,3000.0,Registered,1912500.0,abuja
Toyota,Sienna,2006.0,Teal,Nigerian Used,339894.0,3300.0,Imported,2310000.0,unknown
Ford,Explorer,2003.0,Black,Nigerian Used,230941.0,4000.0,Registered,1400000.0,ogun
Toyota,RAV4,2009.0,Gold,Nigerian Used,235691.0,2500.0,Imported,4680000.0,lagos
Kia,Rio,2013.0,Silver,Nigerian Used,93304.0,1600.0,Registered,3993750.0,unknown
Honda,Civic,2007.0,Burgandy,Nigerian Used,307149.0,1800.0,Registered,2047500.0,abuja
Toyota,Sienna,2006.0,Blue,Nigerian Used,166479.0,3300.0,Imported,3640000.0,unknown
Kia,Sorento,2006.0,Blue,Nigerian Used,122253.0,2700.0,Registered,2625000.0,abuja
Mitsubishi,Pajero,2002.0,Silver,Foreign Used,141821.0,3500.0,Imported,3675000.0,unknown
Mitsubishi,L200,2014.0,White,Nigerian Used,271964.0,2500.0,Registered,9360000.0,unknown
Toyota,RAV4,2008.0,Red,Nigerian Used,190980.0,2500.0,Imported,3675000.0,lagos
Toyota,Camry,2008.0,Gold,Nigerian Used,138818.0,3500.0,Imported,4368000.0,unknown
Toyota,Sienna,2008.0,Black,Foreign Used,98411.0,3500.0,Imported,6240000.0,unknown
Toyota,Highlander,2010.0,Black,Nigerian Used,155128.0,2700.0,Registered,5565000.0,abuja
Kia,Cerato,2009.0,Black,Nigerian Used,99763.0,1600.0,Registered,1260000.0,unknown
Acura,TSX,2004.0,Silver,Nigerian Used,123523.0,2800.0,Registered,1522500.0,lagos
Volkswagen,Passat,2007.0,Black,Nigerian Used,270971.0,2000.0,Registered,1785000.0,akwa ibom
Honda,Accord,2004.0,Silver,Nigerian Used,276581.0,2400.0,Registered,1294125.0,lagos
Toyota,Sienna,2019.0,Silver,Foreign Used,66333.0,3500.0,Imported,24150000.0,unknown
Acura,MDX,2006.0,Black,Nigerian Used,14632.0,3500.0,Imported,1722000.0,lagos
Toyota,RAV4,2006.0,Blue,Nigerian Used,147119.0,2400.0,Registered,3744000.0,abuja
Porsche,Panamera,2011.0,Black,Nigerian Used,57325.0,3600.0,Registered,8610000.0,unknown
Mercedes-Benz,E350,2007.0,Black,Nigerian Used,191220.0,3000.0,Registered,3120000.0,kano
Honda,Accord,2006.0,Gray,Nigerian Used,145158.0,2400.0,Registered,997500.0,abuja
Toyota,Camry,2018.0,Black,Foreign Used,104426.0,2500.0,Imported,14175000.0,unknown
Lexus,RX 330,2004.0,Black,Nigerian Used,78994.0,3300.0,Registered,5720000.0,lagos
Volkswagen,Passat,2006.0,Blue,Nigerian Used,34648.0,2000.0,Imported,2081250.0,lagos
Lexus,RX 350,2014.0,Blue,Foreign Used,81447.0,3500.0,Imported,13125000.0,unknown
Toyota,HiAce,2000.0,Red,Nigerian Used,150635.0,2700.0,Registered,2520000.0,lagos
Mazda,CX-7,2011.0,Black,Nigerian Used,164290.0,2500.0,Imported,6720000.0,lagos
Ford,Edge,2011.0,Gray,Nigerian Used,123521.0,3800.0,Registered,3570000.0,lagos
Mercedes-Benz,M Class,2012.0,Blue,Nigerian Used,461755.0,3500.0,Imported,12480000.0,lagos
Pontiac,Vibe,2003.0,Silver,Nigerian Used,114854.0,1800.0,Imported,3375000.0,lagos
Lexus,RX 350,2017.0,Blue,Nigerian Used,132457.0,3500.0,Imported,21000000.0,unknown
Toyota,Camry,2003.0,Blue,Nigerian Used,394954.0,2400.0,Imported,2600000.0,unknown
Toyota,Sienna,2000.0,Burgandy,Nigerian Used,115234.0,3000.0,Registered,1575000.0,lagos
Honda,Civic,2004.0,Gray,Nigerian Used,363956.0,1800.0,Registered,1071000.0,unknown
Toyota,RAV4,2009.0,Gray,Nigerian Used,60134.0,2500.0,Registered,4160000.0,abuja
Lexus,IS,2008.0,Black,Nigerian Used,101568.0,2500.0,Registered,3150000.0,abuja
Toyota,Sienna,2004.0,Silver,Nigerian Used,229073.0,3300.0,Imported,2415000.0,unknown
Honda,Accord,2014.0,Gold,Nigerian Used,80124.0,2400.0,Imported,5109562.0,abuja
Hyundai,Sonata,2011.0,Gray,Foreign Used,383069.0,2400.0,Imported,4935000.0,unknown
Honda,Ridgeline,2009.0,Green,Nigerian Used,107713.0,3500.0,Imported,4725000.0,lagos
Toyota,Sienna,2005.0,Gold,Nigerian Used,185234.0,3300.0,Registered,2940000.0,lagos
Hyundai,Sonata,2011.0,Silver,Nigerian Used,99999.0,2400.0,Registered,3360000.0,kaduna
Hyundai,Tucson,2016.0,Burgandy,Nigerian Used,78299.0,2000.0,Brand new,8400000.0,unknown
Lexus,RX 330,2005.0,Silver,Nigerian Used,274205.0,3300.0,Imported,3885000.0,lagos
Toyota,Sienna,2009.0,Green,Nigerian Used,114824.0,3500.0,Registered,5512000.0,unknown
Toyota,Camry,2008.0,Gold,Nigerian Used,136766.0,3500.0,Imported,3105000.0,unknown
Nissan,Altima,2009.0,Black,Nigerian Used,123525.0,2800.0,Registered,1260000.0,lagos
Lexus,ES,2004.0,Burgandy,Nigerian Used,192389.0,3300.0,Registered,2310000.0,abuja
Nissan,X-Trail,2003.0,Gold,Nigerian Used,216526.0,2000.0,Registered,945000.0,lagos
Lexus,RX,2004.0,Blue,Nigerian Used,132678.0,3300.0,Registered,4200000.0,akwa ibom
Acura,MDX,2003.0,White,Nigerian Used,481714.0,3500.0,Registered,1561875.0,lagos
Honda,Accord,2004.0,Black,Nigerian Used,277121.0,2400.0,Registered,2080000.0,unknown
Lexus,GS,2003.0,Silver,Nigerian Used,349022.0,3000.0,Imported,1575000.0,unknown
Acura,RDX,2014.0,White,Foreign Used,257801.0,3500.0,Imported,16275000.0,unknown
Nissan,Altima,2007.0,Gray,Foreign Used,165076.0,2500.0,Imported,4200000.0,unknown
Acura,MDX,2008.0,Gray,Nigerian Used,108775.0,3700.0,Imported,4992000.0,abuja
Toyota,Camry,2002.0,Silver,Nigerian Used,366638.0,3000.0,Registered,2184000.0,abuja
Lexus,ES,2008.0,Silver,Nigerian Used,333939.0,3500.0,Imported,4410000.0,lagos
Mercedes-Benz,C350,2009.0,Gray,Foreign Used,160932.0,3000.0,Imported,8437500.0,unknown
Ford,Edge,2011.0,Burgandy,Nigerian Used,179640.0,3500.0,Imported,4500000.0,lagos
Ford,Edge,2007.0,Off white,Nigerian Used,400650.0,3500.0,Registered,3640000.0,lagos
Toyota,Camry,2004.0,Black,Nigerian Used,182565.0,2400.0,Registered,1575000.0,lagos
Toyota,RAV4,2006.0,Blue,Nigerian Used,108994.0,3500.0,Registered,2520000.0,lagos
Hyundai,Elantra,2013.0,Gray,Nigerian Used,141859.0,1800.0,Brand new,3276000.0,lagos
Nissan,Pathfinder,2003.0,Silver,Nigerian Used,126397.0,3500.0,Registered,1872000.0,lagos
Mercedes-Benz,GLK-Class,2010.0,Black,Nigerian Used,85601.0,3500.0,Registered,5145000.0,unknown
Honda,Accord,2005.0,Off white,Nigerian Used,161476.0,2400.0,Registered,1260000.0,lagos
Honda,Accord,2008.0,Gray,Nigerian Used,330882.0,2400.0,Registered,1995000.0,unknown
Mercedes-Benz,M Class,2010.0,Silver,Nigerian Used,188194.0,3500.0,Imported,5980000.0,lagos
Nissan,Rogue,2010.0,Black,Nigerian Used,85698.0,2500.0,Imported,3150000.0,unknown
Toyota,Corolla,2014.0,Black,Nigerian Used,198521.0,1800.0,Registered,5355000.0,unknown
Toyota,Camry,2016.0,Black,Nigerian Used,105807.0,2500.0,Imported,6720000.0,lagos
Toyota,Camry,2003.0,Blue,Nigerian Used,184622.0,2400.0,Registered,1890000.0,abuja
Toyota,Camry,2004.0,Black,Nigerian Used,404472.0,2400.0,Registered,1995000.0,lagos
Mercedes-Benz,E350,2014.0,Brown,Nigerian Used,126566.0,3500.0,Registered,7560000.0,lagos
Toyota,Corolla,2008.0,Gray,Nigerian Used,214521.0,1800.0,Imported,3848000.0,lagos
Honda,Accord,2010.0,Gray,Nigerian Used,170619.0,2400.0,Registered,2100000.0,rivers
Honda,Accord,2007.0,Black,Nigerian Used,203282.0,2400.0,Registered,2080000.0,lagos
Toyota,Corolla,2005.0,Silver,Nigerian Used,175448.0,1800.0,Imported,2625000.0,lagos
Toyota,Sienna,2004.0,Silver,Nigerian Used,109951.0,3800.0,Registered,2388750.0,lagos
Toyota,Camry,2004.0,Gray,Nigerian Used,156958.0,2400.0,Registered,2100000.0,unknown
Toyota,Corolla,2005.0,Blue,Nigerian Used,198526.0,2000.0,Registered,1890000.0,lagos
Acura,RDX,2008.0,Black,Nigerian Used,132231.0,2800.0,Registered,2625000.0,lagos
Honda,CR-V,2008.0,Black,Nigerian Used,361437.0,2400.0,Registered,3536000.0,unknown
Lexus,RX 350,2010.0,Gold,Foreign Used,289917.0,3500.0,Imported,11025000.0,unknown
Toyota,Camry,2007.0,Green,Nigerian Used,197330.0,2400.0,Imported,3952000.0,lagos
Toyota,Camry,2001.0,Red,Nigerian Used,330898.0,3000.0,Registered,1155000.0,kano
Hyundai,Elantra,2012.0,Black,Nigerian Used,183568.0,1800.0,Imported,2730000.0,lagos
Toyota,Camry,2004.0,Black,Nigerian Used,252226.0,2400.0,Registered,1995000.0,unknown
Honda,Accord,2004.0,Gray,Nigerian Used,247714.0,2400.0,Imported,3375000.0,lagos
Toyota,Camry,2002.0,Gold,Nigerian Used,434911.0,2400.0,Registered,1872000.0,abuja
Toyota,Avalon,2018.0,Burgandy,Foreign Used,90805.0,3500.0,Imported,12127500.0,unknown
Lexus,RX 330,2004.0,Gray,Nigerian Used,255519.0,3300.0,Registered,3837750.0,abuja
Mazda,6,2010.0,Gray,Nigerian Used,125519.0,2500.0,Imported,2625000.0,lagos
Lexus,RX,2002.0,Gray,Nigerian Used,219096.0,3000.0,Imported,2100000.0,unknown
Toyota,Camry,2002.0,Black,Nigerian Used,298049.0,3000.0,Registered,1768000.0,unknown
Kia,Rio,2010.0,Blue,Nigerian Used,77436.0,1400.0,Brand new,1060000.0,lagos
Honda,Civic,2004.0,Black,Nigerian Used,197845.0,1700.0,Registered,1872000.0,unknown
Toyota,Corolla,2009.0,Red,Nigerian Used,361618.0,1800.0,Registered,3108000.0,abuja
Honda,Civic,2010.0,Silver,Nigerian Used,221213.0,1800.0,Registered,2572500.0,abuja
Toyota,Matrix,2005.0,Silver,Nigerian Used,266854.0,1800.0,Imported,2205000.0,lagos
Toyota,Camry,2005.0,Gray,Nigerian Used,212452.0,2400.0,Registered,2415000.0,edo
Kia,Sorento,2009.0,Black,Nigerian Used,294953.0,3300.0,Registered,2812500.0,unknown
Mercedes-Benz,M Class,2003.0,Silver,Nigerian Used,301714.0,3700.0,Registered,2100000.0,abuja
Acura,ILX,2018.0,Black,Foreign Used,59344.0,2400.0,Imported,14700000.0,unknown
Toyota,Sienna,2006.0,Red,Nigerian Used,528008.0,3300.0,Imported,2352000.0,unknown
Toyota,Sienna,2006.0,Silver,Nigerian Used,244659.0,3300.0,Imported,2310000.0,lagos
Toyota,RAV4,2018.0,Purple,Nigerian Used,50116.0,2500.0,Imported,14560000.0,abuja
Hyundai,Santa Fe,2002.0,Silver,Nigerian Used,181089.0,2700.0,Imported,1575000.0,lagos
Toyota,Corolla,2006.0,Silver,Nigerian Used,264230.0,1600.0,Registered,2288000.0,abuja
Mercedes-Benz,M Class,2007.0,Silver,Nigerian Used,139928.0,3500.0,Registered,5200000.0,lagos
Toyota,Camry,2004.0,Black,Nigerian Used,151971.0,2400.0,Registered,1848000.0,rivers
Kia,Mohave,2012.0,Gray,Nigerian Used,208176.0,3800.0,Brand new,3150000.0,lagos
Toyota,Camry,2000.0,Gold,Nigerian Used,418024.0,1800.0,Registered,992248.0,lagos
Toyota,Venza,2011.0,Red,Nigerian Used,160659.0,2700.0,Imported,7537500.0,unknown
Hyundai,Elantra,2009.0,Black,Nigerian Used,248853.0,2000.0,Registered,1680000.0,lagos
Toyota,Yaris,2009.0,Black,Nigerian Used,160137.0,1400.0,Registered,2100000.0,unknown
Toyota,Camry,2003.0,Beige,Nigerian Used,327214.0,2400.0,Registered,1890000.0,unknown
Hyundai,Genesis,2010.0,Black,Nigerian Used,290287.0,3800.0,Registered,4200000.0,abuja
Toyota,Camry,2009.0,Green,Nigerian Used,316032.0,2400.0,Imported,4725000.0,lagos
Toyota,Camry,2013.0,Black,Nigerian Used,224774.0,2500.0,Imported,5040000.0,unknown
Toyota,Corolla,2006.0,Black,Nigerian Used,159386.0,1800.0,Registered,3120000.0,abuja
Honda,Pilot,2003.0,Gray,Nigerian Used,249136.0,3500.0,Registered,1512000.0,unknown
Toyota,Highlander,2006.0,Red,Foreign Used,179734.0,3300.0,Imported,5250000.0,unknown
Ford,Edge,2013.0,White,Nigerian Used,228333.0,3500.0,Imported,5200000.0,lagos
Toyota,Corolla,2005.0,Red,Nigerian Used,244612.0,2800.0,Registered,1984498.0,lagos
Mercedes-Benz,GLK-Class,2013.0,Black,Nigerian Used,195553.0,3500.0,Imported,10400000.0,unknown
Toyota,Corolla,2010.0,Red,Nigerian Used,192605.0,2400.0,Imported,3780000.0,unknown
Toyota,Camry,2007.0,Silver,Nigerian Used,257603.0,2400.0,Registered,2940000.0,lagos
Toyota,Corolla,2003.0,Blue,Nigerian Used,167280.0,1800.0,Registered,2415000.0,unknown
Ford,Edge,2014.0,Red,Nigerian Used,106382.0,3500.0,Brand new,3675000.0,lagos
Pontiac,Vibe,2006.0,Red,Nigerian Used,362780.0,1800.0,Imported,3536000.0,ogun
Hyundai,Sonata,2011.0,Silver,Nigerian Used,118358.0,2400.0,Registered,4160000.0,lagos
Toyota,Camry,2007.0,Gold,Nigerian Used,137387.0,2400.0,Imported,3640000.0,abuja
Acura,RDX,2007.0,Silver,Nigerian Used,194751.0,2300.0,Registered,2625000.0,unknown
Pontiac,Vibe,2009.0,Red,Nigerian Used,95810.0,2400.0,Imported,5200000.0,abuja
Toyota,RAV4,2010.0,Gray,Nigerian Used,153106.0,2500.0,Registered,2310000.0,lagos
Honda,Accord,2004.0,Black,Nigerian Used,377264.0,2400.0,Registered,1560000.0,lagos
Pontiac,Vibe,2008.0,White,Nigerian Used,144462.0,2800.0,Registered,1890000.0,lagos
Toyota,Camry,2008.0,Silver,Nigerian Used,412271.0,2400.0,Imported,5062500.0,lagos
Toyota,Avalon,2002.0,Gray,Nigerian Used,120815.0,3000.0,Registered,1768000.0,abia
Opel,Zafira,2003.0,Silver,Nigerian Used,336283.0,2000.0,Imported,2100000.0,kaduna
Toyota,Camry,2006.0,Gray,Nigerian Used,348472.0,2400.0,Imported,3328000.0,lagos
Mercedes-Benz,M Class,2007.0,White,Nigerian Used,113717.0,3500.0,Registered,7800000.0,lagos
Toyota,Avensis,2009.0,Off white,Nigerian Used,342950.0,1800.0,Imported,3150000.0,ekiti
Acura,MDX,2013.0,Black,Nigerian Used,121460.0,3700.0,Imported,7140000.0,lagos
Toyota,Camry,2004.0,Red,Nigerian Used,319198.0,2400.0,Registered,2300000.0,lagos
Toyota,Highlander,2003.0,Blue,Nigerian Used,348074.0,3000.0,Imported,3640000.0,lagos
Toyota,Camry,2010.0,Black,Foreign Used,98981.0,2500.0,Imported,5040000.0,unknown
Nissan,Murano,2008.0,Gray,Nigerian Used,127841.0,3500.0,Registered,1890000.0,abuja
Mitsubishi,Pajero,2016.0,Silver,Nigerian Used,130998.0,3500.0,Brand new,8400000.0,lagos
Lincoln,MKX,2007.0,Blue,Nigerian Used,250350.0,3500.0,Imported,2310000.0,lagos
Mercedes-Benz,E350,2008.0,Black,Nigerian Used,166547.0,3500.0,Registered,2856000.0,lagos
Honda,CR-V,2011.0,Blue,Nigerian Used,103911.0,2500.0,Registered,3246600.0,lagos
Toyota,Sienna,2002.0,Gold,Nigerian Used,345792.0,3300.0,Registered,1680000.0,abia
Toyota,Corolla,2010.0,White,Nigerian Used,80905.0,1800.0,Registered,4368000.0,unknown
Lexus,GS,2007.0,Black,Nigerian Used,368495.0,3500.0,Imported,6187500.0,abuja
Acura,TL,2004.0,Gray,Nigerian Used,260721.0,3200.0,Registered,1942500.0,unknown
Toyota,Highlander,2014.0,Black,Nigerian Used,149211.0,3500.0,Registered,13650000.0,lagos
Mercedes-Benz,C300,2008.0,Black,Nigerian Used,132064.0,3000.0,Registered,3881850.0,lagos
Toyota,Corolla,2007.0,Blue,Nigerian Used,233960.0,1800.0,Registered,1732500.0,lagos
Nissan,Sentra,2015.0,Gray,Nigerian Used,93661.0,1800.0,Imported,6825000.0,unknown
Mitsubishi,Montero,2002.0,Black,Nigerian Used,151710.0,3500.0,Imported,1785000.0,lagos
Peugeot,206,2006.0,White,Nigerian Used,212809.0,1600.0,Registered,1575000.0,abuja
Toyota,Camry,2015.0,Gray,Nigerian Used,110744.0,2400.0,Imported,8112000.0,unknown
Toyota,Sienna,2013.0,Black,Foreign Used,331557.0,3500.0,Imported,7350000.0,unknown
Dodge,Caravan,2003.0,Green,Nigerian Used,288039.0,3300.0,Imported,945000.0,imo
Honda,Odyssey,2001.0,Gold,Nigerian Used,384983.0,3500.0,Registered,1890000.0,oyo
Peugeot,307,2004.0,Blue,Nigerian Used,48409.0,2000.0,Registered,1976000.0,unknown
Toyota,Highlander,2014.0,Gray,Nigerian Used,180865.0,3500.0,Imported,18731250.0,abuja
Peugeot,307,2008.0,Silver,Nigerian Used,125432.0,1900.0,Registered,2100000.0,abuja
Audi,Q5,2010.0,Black,Nigerian Used,119725.0,3200.0,Imported,7350000.0,unknown
Toyota,Camry,2003.0,Black,Nigerian Used,174853.0,2400.0,Registered,2152500.0,unknown
Honda,Pilot,2003.0,Silver,Nigerian Used,249972.0,3500.0,Registered,1785000.0,lagos
Nissan,Sentra,2013.0,Silver,Nigerian Used,73142.0,1800.0,Brand new,3990000.0,lagos
Toyota,RAV4,2006.0,Red,Nigerian Used,211369.0,2400.0,Registered,2960000.0,lagos
Mercedes-Benz,M Class,2011.0,Green,Nigerian Used,21737.0,3500.0,Registered,5145000.0,anambra
Honda,Civic,2007.0,Silver,Nigerian Used,128502.0,1600.0,Registered,2392000.0,abuja
Honda,Accord,2004.0,Green,Nigerian Used,576642.0,2400.0,Registered,1155000.0,ondo
Toyota,Camry,2007.0,Black,Nigerian Used,165301.0,2400.0,Imported,2940000.0,unknown
Toyota,Highlander,2008.0,Gray,Nigerian Used,200704.0,3500.0,Registered,5775000.0,abuja
Toyota,Avensis,2005.0,Blue,Nigerian Used,145379.0,2000.0,Registered,1260000.0,unknown
Volvo,XC90,2008.0,Black,Nigerian Used,293685.0,3200.0,Imported,2475900.0,lagos
Kia,Sportage,2012.0,Black,Nigerian Used,569691.0,2000.0,Registered,3202500.0,abuja
Lexus,RX 330,2004.0,Silver,Nigerian Used,107938.0,3300.0,Registered,4888000.0,abuja
Infiniti,G35,2007.0,White,Nigerian Used,220473.0,3500.0,Registered,2100000.0,lagos
Toyota,Camry,2012.0,Gray,Nigerian Used,118913.0,2500.0,Imported,5824000.0,lagos
Chrysler,Town&Country,2001.0,Blue,Nigerian Used,302219.0,3300.0,Imported,1260000.0,lagos
Toyota,Camry,2007.0,Blue,Nigerian Used,167639.0,2400.0,Imported,3150000.0,lagos
Toyota,Sienna,2007.0,Gold,Nigerian Used,171285.0,3500.0,Registered,3034500.0,abuja
Toyota,Corolla,2009.0,Black,Nigerian Used,201865.0,1800.0,Registered,3091200.0,lagos
Pontiac,Vibe,2009.0,White,Nigerian Used,254227.0,1800.0,Imported,2835000.0,abuja
Skoda,Octavia,2014.0,Red,Nigerian Used,82299.0,2000.0,Brand new,2940000.0,lagos
Toyota,Camry,2005.0,Blue,Nigerian Used,157773.0,2400.0,Imported,2704000.0,unknown
Toyota,Sienna,2005.0,Blue,Nigerian Used,259724.0,3000.0,Imported,3640000.0,lagos
Mazda,3,2011.0,Black,Nigerian Used,145056.0,1600.0,Registered,945000.0,rivers
Mazda,CX-7,2009.0,White,Nigerian Used,227916.0,2300.0,Imported,1680000.0,lagos
Toyota,Corolla,2007.0,Black,Nigerian Used,267932.0,1800.0,Registered,1785000.0,lagos
Ford,Edge,2008.0,Red,Nigerian Used,208309.0,3500.0,Registered,3120000.0,lagos
Toyota,Sienna,2009.0,Green,Nigerian Used,268204.0,3500.0,Imported,3346875.0,lagos
Toyota,Camry,2011.0,Silver,Nigerian Used,225713.0,2400.0,Registered,2625000.0,abuja
Toyota,Venza,2011.0,Silver,Foreign Used,131037.0,2700.0,Imported,11440000.0,unknown
Toyota,RAV4,2014.0,White,Nigerian Used,113151.0,3500.0,Imported,10712000.0,lagos
Lexus,ES,2008.0,Red,Nigerian Used,204897.0,3500.0,Imported,4200000.0,unknown
